CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Auditor;Auditor;CPF_Auditor;CNPJ_Auditor;Codigo_CVM_Auditor;Tipo_Origem_Auditor;Data_Inicio_Contratacao;Data_Fim_Contratacao;Data_Inicio_Prestacao_Servico;Servico_Contratado;Remuneracao_Auditor;Justificativa_Substituicao;Razao_Apresentada
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;121201;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA;;49928567000626;003859;Nacional;2022-04-14;;2022-01-01;Referentes ao exercício findo em 31 de dezembro de 2022:(i) Serviços de auditoria- Auditoria das demonstrações financeiras individuais e consolidadas referentes ao exercício findo em 31 de dezembro de 2022 da Companhia de Locação das Americas e Unidas Veículos Especiais S.A e individual da Unidas S.A.- Revisão das informações intermediárias individuais e consolidadas da Companhia de Locação das Americas e Unidas Veículos Especiais S.A e individual da Unidas S.A. para os trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022(ii) Outros serviços- Prestação de serviços de auditoria no âmbito do processo de Cisão da Unidas S.A- Prestação de serviços de emissão Carta conforto para 23ª Emissão de debêntures e CRA;Referentes ao exercício findo em 31 de dezembro de 2022:(i)Serviços de auditoria: R$ 1,2 milhões  (ii)Outros serviços de auditoria: R$1,9 milhões.- Prestação de serviços de auditoria no âmbito do processo de Cisão da Unidas S.A: R$0,1 milhões- Prestação de serviços de emissão Carta conforto para 23ª Emissão de debêntures e CRA: R$1,8 milhões;Não aplicável;Não aplicável
10.234.027/0001-00;2023-12-31;4;137080;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;123505;Deloitte Touche Tohmatsu Auditores Independentes Ltda;;49928567000200;003859;Nacional;2023-03-15;;2022-06-01;Revisão das informações financeiras trimestrais a partir do período dos seis meses findos em 30 de junho de 2022, auditoria das demonstrações financeiras a partir do exercício de 2022 e serviços específicos de auditoria.;A remuneração total da DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA pelos serviços prestados para a Linhas Macapá Transmissora de Energia S/A em 2022 foi de R$264 mil, pelos serviços prestados de auditoria das demonstrações financeiras, revisão das informações financeiras trimestrais e serviços específicos de auditoria. ;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
10.240.186/0001-00;2023-12-31;4;137081;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;123506;Deloitte Touche Tohmatsu Auditores Independentes Ltda;;49928567000200;003859;Nacional;2023-03-15;;2022-06-01;Revisão das informações financeiras trimestrais a partir do período dos seis meses findos em 30 de junho de 2022, auditoria das demonstrações financeiras a partir do exercício de 2022 e serviços específicos de auditoria.;A remuneração total da DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA pelos serviços prestados para a Linhas Xingu Transmissora de Energia S/A em 2022 foi de R$258 mil, pelos serviços prestados de auditoria das demonstrações financeiras, revisão das informações financeiras trimestrais e serviços específicos de auditoria.;Não houve substituição dos auditores independentes.;Não houve substituição dos auditores independentes.
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;123788;ERNST & YOUNG AUDITORES INDEPENDENTES S/S Ltda;;61366936000125;004715;Nacional;2022-04-20;;2018-01-01;Os auditores independentes foram contratados para os seguintes serviços: (i) auditoria das demonstrações contábeis individuais e consolidadas do Grupo de Moda Soma elaboradas de acordo com as práticas contábeis adotadas no Brasil e as normas internacionais de relatório financeiro, referentes aos exercícios sociais encerrados em 31 de dezembro de 2022, 2023 e  2024 e (ii) revisão das informações financeiras intermediárias individuais e consolidadas correspondentes aos trimestres findos em 31 de março, 30 de junho, 30 de setembro de 2022, 2023 e 2024.;A remuneração aos auditores independentes relativa aos serviços descritos acima no exercício findo em 31 de dezembro de 2022 foi de (i) R$ 1.480 mil referentes aos honorários a auditoria das demonstrações contábeis do exercício findo em 31 de dezembro de 2022, 2023 e 2024 e revisão das informações trimestrais dos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022, 2023 e 2024.;N/A;N/A
10.319.900/0001-50;2023-12-31;2;135836;CICLUS AMBIENTAL RIO S/A;122671;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2021-07-14;;2021-07-14;Serviços de auditoria independente, com a finalidade de emissão do relatório dos auditores independentes sobre as demonstrações financeiras dos exercícios sociais encerrados em 31 de dezembro de 2022 e 31 de dezembro de 2021, e remissão das demonstrações financeiras de 31 de dezembro de 2020 e 31 de dezembro de 2019, com parecer contemplando o balanço patrimonial e as respectivas demonstrações do resultado, demonstrações do resultado abrangente, das mutações do patrimônio líquido, dos fluxos de caixa e do valor adicionado, incluindo as notas explicativas, preparadas de acordo com as práticas contábeis adotadas no Brasil e IFRS, e a sua adequação com as posições patrimonial e financeira.;Os honorários dos os auditores independentes totalizaram o valor de R$ 524.933,33 referentes a serviços de auditoria independente, para a emissão do relatório do exercício social encerrado em 31 de dezembro de 2022.;Não aplicável;Não aplicável
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;124000;Mazars Auditores Independentes - Sociedade Simples Ltda;;07326840000198;010723;Nacional;2021-04-01;;2021-04-01;(i) Auditoria anual de balanço referente aos exercícios sociais de 2021 a 2023 (ii) Revisão de Informações Trimestrais dos exercícios sociais de 2021 (a partir do 2T21) a 2023 da Companhia e (iii) Relatório anual contendo as recomendações e ou comentários sobre os controles internos referente aos exercícios sociais de 2021 a 2023 da Companhia.;(i) honorários e reembolso de despesas relativos a serviços de auditoria externa - Pelos serviços acima relacionados, os honorários estipulados em contrato para o ano de 2022 foi de R$ 91.809,79 (Noventa e um mil, oitocentos e nove reais e setenta e nove centavos). (ii) honorários relativos a quaisquer outros serviços prestados, independente desses serviços terem representado menos de 5% da remuneração pelos serviços de auditoria externa - Não houve prestação de serviços relacionados a outros serviços que não sejam de auditoria externa.;A contratação da KPMG em substituição a Mazars foi realizada em observância a instrução CVM nº 308, bem como de acordo com as melhores práticas de governança corporativa adotadas pela Companhia.;N/A.
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;124001;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000129;004189;Nacional;2023-05-13;;2024-06-30;(i) Auditoria anual de balanço referente aos exercícios sociais de 2024 a 2026(ii) Revisão de Informações Trimestrais dos exercícios sociais de 2024 (a partir do 2T24) a 2026 da Companhia e(iii) Relatório anual contendo as recomendações e ou comentários sobre os controles internos referente aos exercícios sociais de 2024 a 2026 da Companhia.;(i) honorários e reembolso de despesas relativos a serviços de auditoria externa - Pelos serviços acima relacionados, os honorários estipulados em contrato para o ano de 2024 foi de R$ 408.375,00 (Quatrocentos e oito mil e trezentos e setenta e cinco reais).(ii) honorários relativos a quaisquer outros serviços prestados, independente desses serviços terem representado menos de 5% da remuneração pelos serviços de auditoria externa - Não houve prestação de serviços relacionadosa outros serviços que não sejam de auditoria externa.;N/A;N/A
10.338.320/0001-00;2023-12-31;5;135815;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;122645;KPMG AUDITORES INDEPENDENTES LTDA;;57755217000390;004189;Nacional;2017-07-01;;2017-07-01;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeiras societárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estão apresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e as especificidades do Setor Elétrico Brasileiro.;Auditoria das Demonstrações Financeiras Societárias (R$ 103.678,45), Auditoria do Relatório de Controle Patrimonial e Demonstração Contábil Regulatório (R$ 16.674,06), totalizando o valor de R$ 120.352,51.;Rotatividade dos auditores independentes, prevista no art.31 da Instrução 308 da CVM.;Não aplicável.
10.338.320/0001-00;2023-12-31;5;135815;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;122646;Deloitte Touche Tohmatsu Auditores Independentes Ltda;;49928567000200;003859;Nacional;2021-12-30;;2022-01-01;Contratação para a prestação de serviços de auditoria, com a finalidade de emitir parecer sobre as demonstrações financeiras societárias da Companhia. O objetivo da auditoria é o de expressar uma opinião sobre se as demonstrações financeiras estão apresentadas adequadamente, em todos os aspectos relevantes, de acordo com as práticas contábeis adotadas no Brasil e as especificidades do Setor Elétrico Brasileiro. A seguir, o escopo detalhado dos serviços da Deloitte:1. Revisão das Informações Financeiras trimestrais2. Auditoria das Demonstrações Financeiras anuais3. Revisão do Relatório de Controle Patrimonial - RCP;Auditoria das Demonstrações Financeiras Societárias (R$ 90.185,20), Auditoria do Relatório de Controle Patrimonial e Demonstração Contábil Regulatório (R$ 13.612,00), totalizando o valor de R$ 103.797,60.;Não aplicável.;Não aplicável.
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;120858;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA;;61562112000120;002879;Nacional;2021-08-20;;2021-08-20;A PricewaterhouseCoopers Auditores Independentes Ltda. (Atual denominação de PricewaterhouseCoopers Auditores Independentes) foi contratada para realizar auditoria das demonstrações financeiras individuais e consolidadas preparadas de acordo com as práticas contábeis adotadas no Brasil e com as normas internacionais de relatório financeiro (IFRS) emitidas pelo International Accounting Standards Board (IASB) referentes ao exercício social encerrado em 31 de dezembro de 2022.;Os honorários referentes ao serviço de auditoria estipulados em contrato foram de R$ 357.000 sendo que nenhum serviço que não sejade auditoria externa foi prestado pelos auditores independentes.Outros serviços: R$ N/A;Nos últimos três exercícios sociais, houve substituição de auditor, devido a estratégia da Companhia.;Não Aplicável
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;122860;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;;16549480000184;011878;Nacional;2021-04-01;;2021-04-01;Auditoria das Demonstrações Financeiras da Securitizadora e dos Patrimônios Separados.;R$27.635,00;Não se aplica.;Não se aplica.
10.502.676/0001-37;2023-12-31;1;127426;TERMELÉTRICA PERNAMBUCO III S.A.;115456;Grant Thornton Auditores Independentes Ltda.;;10830108000165;011274;Nacional;2022-01-01;;2022-12-31;Revisão das informações trimestrais (ITRs) dos períodos encerrados em março, junho e setembro de 2022 e das demonstrações financeiras relativas ao exercício social encerrado em 31 de dezembro de 2022.;Total: R$ 156.705,89 referente aos honorários para os serviços de revisão das Informações Contábeis Intermediárias (ITRs) dos períodos encerrados em 31 de março, 30 de junho e 30 de setembro de 2022 e os serviços de auditoria sobre as demonstrações financeiras do exercício findo em 31 de dezembro de 2022.;Não houve substituição do auditor para o exercício de  01/01/2022 a 31/12/2022. Em atendimento ao artigo 41 da Instrução CVM N.° 308, de 14 de maio de 1999, que, com o objetivo de assegurar a independência do auditor na visão do público externo, prevê que os serviços de auditoria independente não podem ser prestados para um mesmo cliente, por prazo superior a cinco anos consecutivos, exigindo-se um intervalo mínimo de três anos para a sua recontratação.;Não houve discordância apresentada por parte do auditor.
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;116578;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2021-06-07;;2021-06-07;Auditoria e emissão de relatórios sobre demonstrações financeiras da Companhia.;No último exercício social encerrado em 31 de dezembro de 2021, os honorários dos Auditores Independentes da Companhia foram R$ 144.567,90, referente aos serviços de auditoria das demonstrações financeiras do exercício encerrado em 31 de dezembro de 2021 e revisão das informações trimestrais da Companhia, para os trimestres encerrados em 31 de março, 30 de junho e 30 de setembro de 2021.;Não Aplicável;Não Aplicável
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;116579;KPMG Auditores Independentes;;57755217000129;004189;Nacional;2022-04-07;;2022-04-07;Auditoria e emissão de relatórios sobre demonstrações financeiras da Companhia.;Os honorários dos Auditores Independentes da Companhia foram R$ 314.868,00, referentes a Auditoria das Demonstrações Financeiras referentes ao exercício findo em 31 de dezembro de 2022 e revisão das informações financeiras intermediárias referentes aos trimestres findos em 31 de março, 30 de junho e 30 de setembro de 2022.;Não aplicável;Não aplicável
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;123379;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA;;61366936001440;004715;Nacional;2022-05-05;;2022-05-05;Os serviços contratados junto aos auditores independentes foram: (i) auditoria das demonstrações financeiras individuais e consolidadas da Companhia, referente ao exercício findo em 31 de dezembro de 2022 (ii)  revisão dos trimestres findos em 31.03.2022, 30.06.2022 e 30.09.2022.;O montante total da remuneração dos auditores independentes referente a prestação dos serviços descritos é o seguinte: (i) R$55.000,00 para o exercício findo em 31 de dezembro de 2022(ii) R$28.500.;Nos termos da Resolução CVM nº 23, de 25 de fevereiro de 2021, é obrigatória a substituição dos auditores independentes, no máximo, a cada cinco anos, sendo que os mesmos auditores não podem ser recontratados por um período mínimo de três anos.;Não aplicável.
