CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;18058672.20;Conselho de Administração;10.00;2800476.13;10.00;2690654.73;25239.74;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;84581.66;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;18058672.20;Diretoria Estatutária;7.00;13671218.66;7.00;6270837.80;1569926.98;0.00;0.00;;4252420.00;0.00;0.00;0.00;0.00;;1578033.88;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022-01-01;2022-12-31;18058672.20;Conselho Fiscal;10.00;1586977.41;10.00;1560589.66;26387.75;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023-01-01;2023-12-31;19129650.51;Conselho de Administração;11.00;3418260.75;11.00;3056100.00;10548.12;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;351612.63;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023-01-01;2023-12-31;19129650.51;Diretoria Estatutária;7.00;14070160.56;7.00;6782520.00;1363476.50;0.00;0.00;;4252420.00;0.00;0.00;0.00;0.00;;1671744.06;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023-01-01;2023-12-31;19129650.51;Conselho Fiscal;10.00;1641229.20;10.00;1631640.00;9589.20;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2023-01-01;2023-12-31;17354554.52;Conselho de Administração;6.00;250000.00;1.00;250000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2023-01-01;2023-12-31;17354554.52;Diretoria Estatutária;4.00;17104554.52;4.00;9110819.26;24160.40;0.00;0.00;;7969574.86;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2023-01-01;2023-12-31;17354554.52;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2022-01-01;2022-12-31;17354554.52;Conselho de Administração;6.00;250000.00;2.00;250000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2022-01-01;2022-12-31;17354554.52;Diretoria Estatutária;4.00;17104554.52;4.00;9110819.26;24160.40;0.00;0.00;;7969574.86;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2022-01-01;2022-12-31;17354554.52;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;15776564.01;Conselho de Administração;6.08;226969.00;2.00;226969.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;15776564.01;Diretoria Estatutária;4.00;15549595.01;4.00;8282562.96;21964.00;0.00;0.00;;7245068.05;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2021-01-01;2021-12-31;15776564.01;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2020-01-01;2020-12-31;15556958.66;Conselho de Administração;7.00;264000.00;1.00;264000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2020-01-01;2020-12-31;15556958.66;Diretoria Estatutária;4.00;15292958.66;4.00;7630370.38;18763.37;0.00;0.00;;7643824.91;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Em consideração o disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;2020-01-01;2020-12-31;15556958.66;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2022-01-01;2022-12-31;8717853.26;Conselho de Administração;6.00;4111500.00;6.00;4111500.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2022-01-01;2022-12-31;8717853.26;Diretoria Estatutária;3.00;4606353.26;3.00;4606353.26;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2021-01-01;2021-12-31;6887000.00;Conselho de Administração;5.00;3111000.00;5.00;3111000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2021-01-01;2021-12-31;6887000.00;Diretoria Estatutária;3.00;3776000.00;3.00;3776000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2023-01-01;2023-12-31;8717853.26;Conselho de Administração;6.00;4111500.00;6.00;4111500.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;2023-01-01;2023-12-31;8717853.26;Diretoria Estatutária;4.00;4606353.26;4.00;4606353.26;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2021-01-01;2021-12-31;324000.00;Conselho de Administração;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2021-01-01;2021-12-31;324000.00;Diretoria Estatutária;2.00;144000.00;1.00;144000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2021-01-01;2021-12-31;324000.00;Conselho Fiscal;3.00;180000.00;3.00;180000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2020-01-01;2020-12-31;264000.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O Conselho de Administração não foi remunerado em 2021
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2020-01-01;2020-12-31;264000.00;Diretoria Estatutária;2.00;84000.00;1.00;84000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2020-01-01;2020-12-31;264000.00;Conselho Fiscal;3.00;180000.00;3.00;180000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2022-01-01;2022-12-31;324000.00;Conselho de Administração;2.00;0.00;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não exitem outros benefícios de remuneração
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2022-01-01;2022-12-31;324000.00;Diretoria Estatutária;2.00;144000.00;1.00;144000.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não existem outros benefícios de remuneração
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2022-01-01;2022-12-31;324000.00;Conselho Fiscal;3.00;180000.00;3.00;180000.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não existem outros benefícios de remuneração
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2023-01-01;2023-12-31;324000.00;Conselho de Administração;2.00;0.00;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não existem outros benefícios de remuneração
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2023-01-01;2023-12-31;324000.00;Diretoria Estatutária;2.00;144000.00;1.00;144000.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não existem outros benefícios de remuneração
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;2023-01-01;2023-12-31;324000.00;Conselho Fiscal;3.00;180000.00;3.00;180000.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações fixas;0.00;0.00;0.00;0.00;0.00;não se aplica, não existem outras remunerações variáveis;0.00;0.00;0.00;não se aplica, não existem outros benefícios de remuneração
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2022-01-01;2022-12-31;4563266.22;Conselho de Administração;0.75;96000.00;0.75;96000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2022-01-01;2022-12-31;4563266.22;Diretoria Estatutária;4.50;4467266.22;4.50;3575754.86;238932.36;0.00;0.00;;652579.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2022-01-01;2022-12-31;4563266.22;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2021-01-01;2021-12-31;4008308.96;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2021-01-01;2021-12-31;4008308.96;Diretoria Estatutária;5.00;4008308.96;5.00;3548575.23;233040.73;0.00;0.00;;226693.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2021-01-01;2021-12-31;4008308.96;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2020-01-01;2020-12-31;3150757.69;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2020-01-01;2020-12-31;3150757.69;Diretoria Estatutária;4.00;3150757.69;4.00;2943197.95;207559.74;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2020-01-01;2020-12-31;3150757.69;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2023-01-01;2023-12-31;15986270.48;Conselho de Administração;3.75;1248376.55;1.75;984951.36;263425.19;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2023-01-01;2023-12-31;15986270.48;Diretoria Estatutária;7.75;14737893.93;7.75;7892954.43;2060303.88;0.00;0.00;;4784635.62;0.00;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;
17.162.280/0001-37;2023-12-31;5;131619;EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC;2023-01-01;2023-12-31;15986270.48;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2022-01-01;2022-12-31;3150396.00;Conselho de Administração;3.00;1366447.00;3.00;1138706.00;0.00;0.00;227741.00;O valor de R$227.741,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$1.138.706,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2022-01-01;2022-12-31;3150396.00;Diretoria Estatutária;3.00;1347358.00;3.00;1122799.00;0.00;0.00;224559.00;O valor de R$224.559,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$1.122.799,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2022-01-01;2022-12-31;3150396.00;Conselho Fiscal;8.00;436591.00;8.00;363827.00;0.00;0.00;72764.00;O valor de R$72.764,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$363.827,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2021-01-01;2021-12-31;2930768.00;Conselho de Administração;3.00;1222444.00;3.00;1018704.00;0.00;0.00;203740.00;O valor de R$203.740,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$1.018.704,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2021-01-01;2021-12-31;2930768.00;Diretoria Estatutária;3.00;1259784.00;3.00;1049820.00;0.00;0.00;209964.00;O valor de R$209.964,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$1.049.820,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2021-01-01;2021-12-31;2930768.00;Conselho Fiscal;8.00;448540.00;8.00;373784.00;0.00;0.00;74756.00;O valor de R$74.756,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$373.784,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2020-01-01;2020-12-31;2919007.00;Conselho de Administração;3.00;986369.00;3.00;821974.00;0.00;0.00;164395.00;O valor de R$164.395,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$821.974,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2020-01-01;2020-12-31;2919007.00;Diretoria Estatutária;3.00;1502078.00;3.00;1251732.00;0.00;0.00;250346.00;O valor de R$250.346,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$1.251.732,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;2020-01-01;2020-12-31;2919007.00;Conselho Fiscal;8.00;430560.00;8.00;358800.00;0.00;0.00;71760.00;O valor de R$71.760,00 refere-se a contribuição previdenciária de 22,5% incidente sobre a remuneração de R$358.800,00.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
