CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.485000;2.84;0.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2023-01-01;2023-12-31;Conselho de Administração;8.83;7.83;0.007410;305801.00;0.00;262166.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2023-01-01;2023-12-31;Diretoria Estatutária;10.00;10.00;0.359000;13449076.00;0.00;764854.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2022-01-01;2022-12-31;Conselho de Administração;9.00;8.00;0.006510;224356.00;40236.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0.292800;9752736.00;1797333.00;0.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2021-01-01;2021-12-31;Conselho de Administração;7.33;4.92;0.004860;151164.00;0.00;313447.00
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;2021-01-01;2021-12-31;Diretoria Estatutária;3.67;3.67;0.211600;0.00;0.00;0.00
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.25;2.25;2.930000;2.72;3.30;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.83;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;5.00;0.710000;5.83;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.08;2.00;0.070000;18.44;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.67;5.00;0.710000;18.44;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.50;5.50;0.300000;18.44;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;1.00;0.050000;55.03;0.00;0.00
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.17;1.00;0.080000;209.30;0.00;0.00
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;2.00;0.170000;4.31;0.00;3.00
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.67;2.00;0.170000;4.31;0.00;3.14
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.42;2.00;0.170000;4.31;0.00;3.62
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.00;0.00;0.000000;0.00;0.00;0.00
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.08;8.08;0.154100;45.20;0.00;45.20
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.147900;47.58;0.00;47.58
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;8.33;0.097000;31.76;0.00;31.76
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.084700;34.50;0.00;34.50
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.67;9.67;0.217300;32.38;0.00;32.38
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.148000;33.57;0.00;33.57
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;3.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0.000000;0.00;0.00;0.00
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.00;5.750000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;5.00;6.200000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;6.00;7.100000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;1.00;7.890000;0.00;0.00;0.00
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;6.00;0.000000;0.00;0.00;0.00
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;15.00;15.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.75;1.83;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.750000;29.42;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1.200000;19.90;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;2.00;0.000000;0.00;0.00;0.00
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1.950000;13.30;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;3.790000;12.27;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;3.790000;11.85;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.92;5.92;3.790000;11.47;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.75;5.75;3.220000;11.08;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.25;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.33;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;0.00;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.75;9.75;0.000000;0.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;3.00;0.040000;524180.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;1.00;0.440000;6150000.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.00;0.180000;2488735.00;1100000.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.75;6.00;0.450000;5700000.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;5.00;0.180000;891342.00;0.00;102616.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;12.17;1.00;0.520000;5700000.00;0.00;0.00
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.67;4.00;0.100000;1254084.00;0.00;362742.00
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;0.00;0.000000;0.00;0.00;0.00
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.480000;5.11;0.00;0.00
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.480000;5.11;0.00;0.00
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.480000;5.11;0.00;0.00
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.460000;4.97;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.33;0.00;0.000000;0.00;0.00;0.00
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.700000;8.78;8.78;8.78
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.880000;8.78;8.78;8.78
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.00;0.610000;2700000.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;2.00;0.610000;2700000.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0.000000;0.00;0.00;0.00
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.58;2.00;2.000000;2700000.00;0.00;0.00
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.83;0.00;0.000000;0.00;0.00;0.00
