CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;1404;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;3.00;5797;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;6142;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;10848;0.00;0.00;0.00
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;52224;2.91;11.50;-448604.16
60.398.369/0004-79;2023-12-31;9;137060;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;5.08;5.08;0;0.00;0.00;0.00
60.398.369/0004-79;2023-12-31;9;137060;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0;0.82;0.82;0.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;1.00;0;0.00;0.00;0.00
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;145250;11.01;6.47;659435.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;6.25;0;0.00;0.00;0.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;266173;20.30;20.30;0.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;1.00;0;0.00;0.00;0.00
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;88230;8.74;15.63;-607904.70
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.75;4.75;341178;8.74;23.90;-5172258.48
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;341178;8.74;26.44;-6038850.60
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;2.92;2.92;0;0.00;0.00;0.00
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.83;2.83;0;0.00;0.00;0.00
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.00;12.00;1849933;21.77;23.75;-3662867.34
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;26.50;26.50;3407200;21.77;25.47;-12606640.00
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.17;12.17;1640711;21.77;22.99;-2001667.42
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;25.25;25.25;3262848;21.77;20.41;4437473.28
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.50;11.50;1459386;21.77;21.89;-175126.32
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;19.92;19.92;2411090;21.77;31.30;-22977687.70
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;2.00;28274;0.00;21.22;-599974.28
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;11394;0.00;21.96;-250212.24
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;2.00;29984;0.00;53.32;-1598746.88
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;1.00;29260;0.00;59.87;-1751796.20
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;1.00;35114;0.00;36.71;-1289034.94
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;3;0.00;0.00;0.00
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;52796;17.09;14.81;120374.88
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;48090;20.03;13.01;337591.80
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;71511;22.79;12.24;754441.05
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Conselho de Administração;7.42;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Diretoria Estatutária;10.17;10.17;602206;5.53;5.53;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2020-01-01;2020-12-31;Conselho Fiscal;2.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho de Administração;8.17;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Diretoria Estatutária;9.50;9.17;1928101;3.14;3.14;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0;0.00;0.00;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Diretoria Estatutária;13.17;12.50;1535749;2.15;2.15;0.00
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.58;13.00;3741379;42.36;14.24;105207577.48
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;18.08;15.92;2722000;30.68;34.14;-9418120.00
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;530666;19.28;23.36;-2165117.28
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;8.00;8.00;729965;10.60;23.23;-9219457.95
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.75;7.75;838780;10.60;23.98;-11222876.40
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.00;0.00;0;0.00;0.00;0.00
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.00;1.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2020-01-01;2020-12-31;Diretoria Estatutária;12.00;12.00;0;0.00;0.00;0.00
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0;0.00;0.00;0.00
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.08;3.00;0;0.00;0.00;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;3489870;0.67;0.67;0.00
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;10469610;0.67;0.67;0.00
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;245074;18.50;26.88;-2053720.12
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;16.25;10.00;1203839;22.35;26.88;-5453390.67
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.08;14.08;0;0.00;0.00;0.00
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.00;3.00;0;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;975;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;13.00;8.00;620;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;12.00;7.00;286;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;8.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;8.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;8.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
